,Movie_Title,Storyline
1772,1773. Model House,"After undergoing an experimental time travel ""process"" that sends a man into his future, he investigates the man he has become, by engaging in a romance with his future self's girlfriend in a mind-bending reality."
1773,1774. Carl the Collector,A man who faced one adversary after another with an undying spirit. His unwavering zeal and never give up attitude led to India's first individual gold medal in any form of the Olympics.
1774,1775. Felices los 6,A Real Bug's Life is an adventure into a world beyond your imagination where life is on a completely different scale and little creatures rely on amazing powers to make it through the day.
1775,1776. Curious Caterer: Forbidden Fruit,"Enter the mirror of reality, into the pinnacle of fantasy. Face your fears, take back tomorrow."
1776,1777. Flex x Cop,A woman tries to save her father from a corrupt and greedy court-appointed guardian.
1777,1778. O Melhor Amigo,Firsthand accounts and revelations from the people who brought the groundbreaking series to life.
1778,1779. Sister Wives,"The highs and lows of family relationships in a Indian middle-class family. The life of Govardhan, who wants to achieve greatness in life but has to navigate through a myriad of relationship/trust/ego issues."
1779,1780. Ghosting,"Susie and Bobbie, high school sophomores, go on a quest to fulfill their dream to become part of the elite POP Girls who rule the school. After a series of unfortunate and humiliating attempts, they get their big chance."
1780,1781. Bullshit,"In the world there are thousands of mysteries still unsolved, the problem is when these mysteries become our greatest fears of our life. These stories awaken our worst nightmares."
1781,1782. 2.5 Dimensional Seduction,"While Aymeric has just been found dead in Provence, his husband, Manuel, a renowned author, is in doubt as to the cause of this death. Manuel suspects an assassination."
1782,1783. Sorgu,A group of young people arrives to a remote village where they encounter an ancient spirit - a succubus - that can take human disguise. It feeds on one's deepest fears and brings out the darkest side in people.
1783,1784. Christmas Eve in Miller's Point,"A young couple struggles with an unplanned pregnancy, turning to crystal meth to cope with their troubled lives until a midwife intervenes, offering guidance and support to help them face their challenges and find a path forward."
1784,1785. Witches,"A woman who returns to her hometown to spend time with her family as buried memories, unspoken truths and long-buried secrets bubble up to the surface"
1785,1786. Billionaire Island,"In a not so distant future, there is a reality where in order to save the planet, ""death is everyone's job"", with 50-year-olds taking the sacrifice, while teenage artists need to document it."
1786,1787. An Easter Bloom,"João and Hugo end their 10-year relationship but stay best friends. As they start dating again, uncontrollable emotions arise, contrasting the planned perfection of their breakup."
1787,1788. Futra Days,Hiiragi Mix takes place after the events of the Eiga Given and is mainly focused on the relationship between Mafuyu's childhood friends Hiiragi Kashima and Shizusumi Yagi.
1788,1789. Chandu Champion,"Self-assured Linda begins working for a wealthy Buenos Aires family. Her charm ignites sexual tension, exposing the fragility beneath their happy facade."
1789,1790. A Real Bug's Life,"This documentary chronicles the fact finding research of an unprecedented apocalyptic event in our earth. It's explored through the lenses of science, history, and spirituality."
1790,1791. Metaphor: ReFantazio,"In a post-apocalyptic world with food scarcity, a Black family of Canadian farmers descended from American Civil War migrants defend their homestead against cannibals trying to seize their resources."
1791,1792. The Bad Guardian,The leader has a deadly plan in a two villages while people are desperate to stop him.
1792,1793. Wise Guy: David Chase and the Sopranos,A hardened corporate lawyer must reconnect with her estranged sister when a case exposes questions about the circumstances surrounding their mother's death 20 years earlier.
1793,1794. The Family Star,The Saudi family is following strict instructions from their grandfather to remain confined in the desert during the early 1990s. A series of events shakes the family's foundation and they find them in a struggle between life and death.
1794,1795. Almost Popular,"A young anthropology doctor from Krakow stumbles upon a dead body while seeking self-discovery in the mountains. She gets entangled in a murder mystery, crossing paths with a shameless journalist and a local police officer."
1795,1796. X Files,Danny finds the courage to admit his romantic feelings for his best friend when he is asked to be the best man at his wedding in Greece.
1796,1797. All This I Will Give to You,"The Galaxy is in peril. Entire worlds are falling. The Imperium needs you. Embody the superhuman skill and brutality of a Space Marine, the greatest of the Emperor's Warriors. Unleash deadly abilities and an arsenal of devastating weaponry to obliterate the relentless Tyranid hordes."
1797,1798. Succubus,"A determined detective is in a race against time to stop a twisted game show on the dark web, where captives are forced to compete for their lives."
1798,1799. Vena,"Professor Brian Cox reveals the strange worlds of the solar system, visible to us as never before seen."
1799,1800. Juliette au printemps,Follow a group of friends as they navigate the obstacles of adulthood.
1800,1801. Can I Get a Witness,A competent secretary and a narcissistic boss fall in love while uncovering a traumatic past that causes them to question whether their feelings are real or the result of a shared trauma.
1801,1802. Perfect Endings,A couple returning from their engagement party must escape a sinister and seemingly endless road.
1802,1803. Movie Given Hiiragi Mix.,"Arzé, a single mother, takes her teenage son on a journey across sectarian Beirut in search of their stolen scooter, their only source of livelihood."
1803,1804. Linda,"Six single adults aged 25-50 navigate the dating world, each seeking lasting love but struggling to find their ideal partner."
1804,1805. The Great Warning,"When Vicky White, a highly respected corrections officer, aids the escape of a violent felon nearly twenty years her junior, it reveals an unexpected love story amidst the ensuing high-profile manhunt and media frenzy."
1805,1806. 40 Acres,Modern version of Orpheus and Eurydice.
1806,1807. Minecraft: The movie,"A detective, despondent after the murder of his wife and forced to resign, is brought back to the force when a serial killer appears to be taunting him and turns out to be superhuman."
1807,1808. Faultline,"The daughter of the richest family in town, admired for intelligence and proper manners, finds love with Halil, who seeks to avenge his lost kin. Their unlikely bond faces obstacles from both families."
1808,1809. The Mafia Boss,"Miriam is 16 years old and wants to lose her virginity. The time is now, she thinks. And what's better than finding someone at summer camp? Preferably no strings attached. But it doesn't always turn out as planned."
1809,1810. Hobal,A false Holy Grail War begins in a irregular and twisted tale of Fate!.
1810,1811. Sleboda,"Four housewives plan a weekend getaway, but end up stranded in the wilderness."
1811,1812. The Groomsmen: Second Chances,"In an effort to dismantle their military-backed government, four men hijack an airplane, leveraging passengers on board in the name of social change."
1812,"1813. Warhammer 40,000: Space Marine II","Azi and Dex are both vying to be their batch valedictorian but Dex is always behind Azi. He then plans to make her fall in love to be a distraction, but his plan is a double-edged sword."
1813,1814. DarkGame,"An MMA fighter balances her career and raising her son. After an incident, she transfers him to an elite school, unaware its parents are from different worlds. She accepts the situation but faces challenges that awaken motherly instincts."
1814,1815. Solar System,"A daring couple travels worldwide to climb the 118-story megatall skyscraper, Merdeka 118, in Kuala Lumpur, Malaysia, attempting a bold acrobatic stunt on the spire to salvage both their career and relationship."
1815,1816. Crossroads,"After proving himself at Gallipoli in 1915, Mustafa Kemal began his journey, facing major battles against Russians on the eastern front and British in Syria, becoming the only undefeated Ottoman officer in WW1."
1816,1817. What's Wrong with Secretary Kim,"Jewelry designer Natalie and wealthy CEO Jasper enter a fake marriage of convenience. As they navigate family drama and protect each other, genuine feelings arise, forcing them to decide if breaking the rules for love is worthwhile."
1817,1818. Drive Back,"Follow the intense rivalry between sisters Perla and Antonia, whose relationship is marked by betrayal and cruel manipulation."
1818,1819. Arzé,"After a terrifying storm destroys their home, a speedy sloth named Laura and her kooky family move to the big city in their rusted old food truck hoping to make their business a success."
1819,1820. Still Looking,"An espionage thriller which follows the life of undercover intelligence officers Ravi and Parvati, who track and neutralize terror risks to protect the nation while posing as regular employees of the meteorological department."
1820,1821. Jailbreak: Love on the Run,A dedicated family man becomes obsessed with saving the lives of the car accident victims on the sharp corner in front of his house - an obsession that could cost him everything.
1821,1822. The Opera!,Follows a man as he joins a sleep trial that allows him to rebuild his life with his girlfriend who died in an accident through the use of lucid dreams.
1822,1823. 12 to Midnight,"15-year-old Erica vanishes, believed a victim of a serial killer, but emerges at her murder trial 3 years later, having run away to live secretly with her older boyfriend near her mother's home, banned from seeing him."
1823,1824. Rüzgarli Tepe,A wedding planner must keep her best friend and her groom safe from a psychotic stranger who secretly threatens to murder the entire party.
1824,1825. Bara sex,"A gang of orphans travels to the south in quest of a new life after a viral outbreak decimates the adult population of the nation, only to find themselves at the mercy of a psychotic woman who is hiding a perilous secret."
1825,1826. Fate/strange Fake,"Over 60 years, three guests of a cursed home discover an eternal witch who lives beneath it with an insatiable thirst for living souls."
1826,1827. Hunting Housewives,"Pierre, a widowed father, struggles as one of his sons becomes drawn to an ideology he doesn't comprehend. His son's change tests Pierre's ability to maintain their bond, set against the backdrop of post-May '68 France."
1827,1828. Hijack '93,"Former nurse-turned-exotic animal broker Tonia Haddix, spends her days caring for animals in captivity. However, her love for one chimpanzee in particular spins into a wild cat-and-mouse game with authorities and an animal rights group."
1828,1829. Top 1,A degenerate gambler and his two idiot friends come up with an elaborate plan to pay down their colossal gambling debts by marrying the dysfunctional daughter of an upstart billionaire.
1829,1830. The Mothers of Penguins,A college student decides to hack into the security system of a company owned by his ex-girlfriend's father.
1830,1831. Skywalkers: A Love Story,"Sir David Attenborough presents Asia, a seven-part series exploring the amazing wildlife and natural wonders of our planet's largest continent."
1831,1832. Atatürk II: 1881-1919,"""THE NEW GATE"" online game becomes deadly, trapping many. Shin, defeats final boss but gets transported 500 years into game world instead of escaping. He finds himself in unfamiliar territory, facing challenges in virtual realm."
1832,1833. Snatched a Billionaire in One Night,"Ambitious young actress Holly Sloan agrees to help her boyfriend Richard Metzger scam Hollywood legend Mariah McKay, but the two women strike up an unlikely friendship instead. Soon Holly must decide where her true loyalties lie."
1833,1834. Sisters' Feud,"André Masson, specialist in modern art, receives a letter according to which a painting by Egon Schiele had been discovered in Mulhouse. He finds that the work has been missing since 1939. This discovery puts his career in danger."
1834,1835. A Sloth Story,"Massamba and his daughter Mati, slaves on Eugène Larcenet's plantation, hatch a daring plan to escape slavery, braving numerous obstacles in their pursuit of freedom."
1835,1836. Adrishyam - The Invisible Heroes,"A powerful CEO is mistaken for a poor salesman when he enters a contract marriage with a company boss. During Christmas dinner with her family, he faces mockery but proves his worth and finds love."
1836,1837. Sharp Corner,"1993, Bosnia and Herzegovina. A passenger train is stopped by paramilitary forces in an ethnic cleansing operation. As they haul off innocent civilians, only one man out of 500 passengers dares to stand up to them."
1837,1838. Daniela Forever,"A series of unfortunate events lead Raayan, a simpleton to be dragged into the dreaded world of crime and manipulation."
1838,1839. The Girl Who Wasn't Dead,"After a fatal car crash, Michel flees the scene. His passenger commits suicide. Michel and wife Cathy find EUR2M in a bag while covering up the incident, leading to a series of chaotic events."
1839,1840. Till Death Do Us Part,A young couple must deal with all kinds of family tensions on the eve of their wedding.
1840,1841. Please Don't Feed the Children,"Former professional snooker Lin Yi Yang met the popular nine-ball player Yin Guo on a rare snowstorm night. With the help of Yin Guo's cousin, they got to know each other. Yin Guo's appearance changed his life; he fell in love with her."
1841,1842. Beezel,"After defecting from North Korea, Loh Kiwan struggles to obtain refugee status in Belgium, where he encounters a dejected woman who has lost all hope."
1842,1843. The Quiet Son,"Bholi visits her uncle Rajesh for Chandni's baby shower, falls into his trap, suffers, but will karma punish him?"
1843,1844. Chimp Crazy,"Chronicles the life of an iconic musical performer, from childhood musical talent to worldwide fame. Explores his collaborations, influences, character and relationships with family, friends and fans."
1844,1845. Casatoria,"In this music competition show, Fabri Fibra, Geolier and Rose Villain hit the streets of Rome, Naples and Milan to find the next Italian rap superstar."
1845,1846. I Am Kathalan,"Three sisters run a café by day, and moonlight as notorious art thieves."
1846,1847. Asia,The adventures of a Demon King who awakens 500 years after his defeat in a futuristic world.
1847,1848. The New Gate,"The Persival family navigates running a bakery catering to their local community, facing challenges together while supporting each other and their business."
1848,1849. The Long Game,"Exposes the disturbing story of Richard Spencer's harrowing experience as he endured two decades of abuse at the hands of his wife, Sheree Spencer."
1849,1850. Auction,"Isabel found herself reluctantly married to a stranger named Jared. As Isabel navigated her new life at work, she unexpectedly fell deeply for her boss-the billionaire Lorenzo Bellini."
1850,1851. No Chains No Masters,"In Zed and Addison's final year at school, Seabrook has become a haven for monsters and humans, but when intergalactic outsiders show up to compete in the Cheer-Off, Seabrook suspects that they may want more than a friendly competition."
1851,"1852. Money, Guns, and a Merry Christmas","Casa Bonita, a quirky Mexican restaurant in Colorado with cliff divers, faces closure. South Park (1997) creators Trey Parker and Matt Stone try saving this piece of childhood/Colorado history."
1852,1853. The Man Who Could Not Remain Silent,"A headstrong analyst and her CEO engage in a fiery office romance amid corporate politics, blurring professional lines between rivalry and passion."
1853,1854. Raayan,A family psychological thriller about a dilemma that Korea's best profiler experiences when he learns the secret of his daughter related to the murder crime he is investigating.
1854,1855. How to Make a Killing,"Introverted Cameron, is desperately in love with his high school crush Diane. But his romantic pursuit is halted when Victoria, a female vampire moves in next door. Cameron soon discovers he's in the middle of a life-and-death adventure."
1855,1856. Ajosepo,The movie depicts the hope that blooms like petals in the trials faced by a mother and son who seem ordinary but are so special to each other.
1856,1857. Amidst a Snowstorm of Love,Battle beyond the Underworld using dark sorcery to take on the Titan of Time in this bewitching sequel to the award-winning rogue-like dungeon crawler.
1857,1858. My Name Is Loh Kiwan,"A two-hour window into the heart of Hayao Miyazaki's creative process, the documentary follows six long years of work during the making of The Boy and the Heron, the latest film by the master of Japanese animation."
1858,1859. Kala Khatta,A young wife attempt to destroy a family using witchcraft.
1859,1860. Luther: Never Too Much,"A mysterious man saves Molly's life after her sister and fiancé conspire to kill her. In order to save her mother's company and get revenge, Molly marries the man, who turns out to be the vicious mafia boss, Jack."
1860,1861. Rhythm + Flow Italy,Chronicles the Wisconsin-based Bad River Band and its ongoing fight for sovereignty.
1861,1862. Cat's Eye,"France. End of the 19th century. Louise Violet, a Parisian teacher, is sent on a mission to the French countryside. She has to impose the free, compulsory and secular school of the Republic."
1862,1863. Demon Lord 2099,Mason Bradley's life turns upside-down when he unexpectedly becomes the sole guardian of his late brother's kids after prioritizing his law career and ending his engagement.
1863,1864. Da Pers Family,"Juniper, a book editor turning 40, is magically reconnected with an eight-year-old version of herself who questions her life choices, including the dream of writing her own stories."
1864,"1865. My Wife, My Abuser: The Secret Footage","Set in the Northern Kerala in 1900, 1950 and 1990, three generations of heroes, Maniyan, Kunjikelu and Ajayan, try to protect the most important treasure of the land."
1865,1866. I Wish It Were You,"Lauren Caspian is the host of In the Know, public radio's third most popular interview program. He's a well-meaning, hypocritical nimrod. He's also a stop motion puppet."
1866,1867. Zombies: The Re-Animated Series,"Tetraplegic artist Freya and straight-laced lawyer Abe's whirlwind romance tackles the realities of dating with a disability, with personal assistants ever-present during intimate moments."
1867,1868. ¡Casa Bonita Mi Amor!,"When a lonely hacker gets entangled with a group of underground couriers, they uncover the dark truth lurking beneath Tokyo's seemingly perfect facade."
1868,1869. Yes Mr. Knight,"Kristine seeks revenge on her abusive family and cheating fiance by seducing Henry, her fiance's uncle and heir to the Lockwood fortune, in a bold move that challenges societal norms."
1869,1870. Such a Close Traitor,"Step into the boots of an elite class of soldiers whose mission is to spread peace, liberty, and Managed Democracy using the biggest, baddest, and most explosive tools in the galaxy."
1870,1871. The Vampire Next Door,"Marcella Hazan revolutionized home cooking, bringing real Italian flavors to millions. Meet the fiery chef behind the iconic cookbooks."
1871,1872. Audrey,"Richard King raised his 4 sons to be just like him and to take over the family business, but his sudden death has left the family searching to find out who and what could be the reason their family was torn apart."
1872,1873. Hades II,"Amidst World War I's chaos, a grieving father turns hero, leading villagers to safety while evading a relentless enemy driven by vengeance."
1873,1874. Hayao Miyazaki and the Heron,"After female mechanic Jess reluctantly agrees to participate in a car restoration show, she is shocked to learn that her ex-boyfriend, Luke, is her main competitor. Will sparks reignite?"
1874,1875. Guna guna istri muda,24 chefs must complete 24 challenges in a period of 24 consecutive hours.
1875,1876. Fated Deal with the Mafia King,An original comedy musical about two teenage girls attending a debutante ball in a small country town.
1876,1877. Bad River,"Chantal will be involuntarily transported to a fairy tale world, fighting against witches and tyrant kings, but above all for her friendship with Zeynep."
1877,1878. Louise Violet,A single mother becomes trapped inside her own vacation rental and must piece together clues from the various guests who have stayed there in order to figure out who assaulted her and hopefully survive.
1878,1879. Mr. Manhattan,"Chronicles the life and downfall of Grant Amato, who was convicted of murdering his parents and brother following an obsessive relationship with an internet cam model."
1879,1880. Junebug,"A young boy in a rural village forms a deep bond with a fighting rooster, determined to train it for the upcoming championship. Facing local competition and personal struggles, he learns about friendship, courage, and resilience."
1880,1881. A.R.M,"Set in the storied Apshinge Military Village in Maharashtra, 'Chhava' offers an intimate glimpse into the lives of families bound by centuries of military service, from the reign of Chhatrapati Shivaji Maharaj to today."
1881,1882. In the Know,"A successful international travel writer, Nicole, has scored a dream seaside rental to research her newest vacation article only to discover it has accidentally been booked also by Kade, a marketing rep for a competing travel magazine."
1882,1883. We Might Regret This,Behind the curtain with Stormy Daniels as she shares her story. The film follows her reinventing herself while grappling with events from 5 years earlier that made her an unlikely American icon.
1883,1884. Tokyo Override,"The story follows three friends who discover they have the power to travel back and forth 20 years with a sneeze. However, the future is not as good as they hoped, and they need to take on the responsibility of saving the world."
1884,1885. You Belong with Me,"After a night with her boss William, Sophie is unaware her friend uses a potion to switch their scents and steal her identity as William's fated mate. Tricked by the spell, will William discover the truth about the two fated mates?"
1885,1886. Helldivers II,"Two girl best friends and a young man take on a journey of self-discovery. Along the way, their bond deepens as they explore their sexual desires."
1886,1887. Marcella,"It follows Rimants who is more interested in playing rugby, listening to music and dealing on the black market than studying for school, but when he falls in love with Monika, his faith in love and the future is tested."
1887,1888. Kingsmen,Real estate mogul Ryan Serhant leads one of the biggest firms in New York and pushes his agents to greatness while tackling the most expensive listings.
1888,1889. The Last Front,"Seeking revenge for her family's death, assassin Mei Lin is secretly trained by Prince Murong Jing He, the very man behind her suffering. Disguised as a bride, she awaits her chance to strike him down."
1889,1890. Shifting Gears,"Technical news-producer Arthur goes on a first date with true-crime enthusiast Mille. They are involuntarily caught in the center of a chaos, involving murder and sabotage. To survive, they must take matters into their own hands."
1890,1891. 24 in 24: Last Chef Standing,Through two episodes in the life of the great stage actress Sarah Bernhardt - the amputation of her right leg in 1915 and the jubilee organized by her friends in her honor in 1896 - her passionate relationship with the actor Lucien Guitry is explored.
1891,1892. The Deb,"Melaine can't get enough with the two men in her life. When a new man arrives, she gives in to temptation."
1892,1893. Chantal in Fairyland,"The 11th century and the emergence of the leader of the El Hashaashun group, Hassan Al Sabah"
1893,1894. Yanki: Görünmez El,"Dex, a 9-yr-old artist, explorer, and 'paleontologist in training' using his Dino Field Guide to magically see and study dinosaurs in the real world. Join Dex and his neighbor Kayla as they question what we thought we knew about dinosaurs."
1894,1895. Held Hostage in My House,"Tells the story of Kaitlyn Conley, a 31-year-old former receptionist who claims she has been wrongfully convicted of the 2015 killing of Mary Yoder, her former boss and the mother of her ex-boyfriend Adam."
1895,1896. Ctrl+Alt+Desire,"Six women, each in a different phase of life, face their own challenges regarding self-image, beauty and social expectations. They discover that letting go and reinventing themselves is sometimes exactly what they need for a wonderful life."
1896,1897. Mi gallo,"Robb Guinto and Micaela Raz heat up the screen as college schoolmates who venture into the world of cybersex to support their needs. They fulfill their fans' sexual fantasy only to realized that they too, are falling for each other."
1897,1898. Chhava,"Virtuoso thief Laura faces her ultimate challenge: outmaneuvering relentless policewoman Maxine in a dangerous, passionate cat-and-mouse game, while a sadistic killer marks them for death."
1898,1899. Passport to Love,"Follows Maisie and her father Kurt who have to leave their Brooklyn bubble to go back to Kurt's childhood home in Minnesota, where Maisie upsets long-standing family traditions, falls in love, and makes her family face their issues."
1899,1900. Stormy,"A goatherd seeks help from a witch to break a curse that prevents him from taking a wife, so she sets upon him a series of impossible tasks."
1900,1901. Escape from the 21st Century,"An Audible Original multi-cast adaptation of Agatha Christie's debut novel, The Mysterious Affair at Styles, starring Peter Dinklage as the legendary Hercule Poirot. England, 1916. The world is at war. Captain Hastings, injured and shaken, is invited to Styles Court to recover. It's a grand old country house - the family home of his old friend - and a perfect haven. Or so it seems. But in the blistering summer heat, trouble is afoot. Simmering tensions are tearing the family apart, and it all comes to a head in the most horrifying way. Emily Inglethorp, the wealthy matriarch of the family, is brutally murdered in the middle of the night. And nobody at Styles is above suspicion. Anyone could have killed Emily - from her ambitious American husband to her distinguished but troubled sons John and Lawrence, her old friend Evie Howard and young ward Cynthia Murdoch. Captain Hastings is desperate to solve the mystery and protect the family from the terrible speculation of the press. And he knows just the man they need: a brilliant detective Hastings once knew, who just happens to be staying in the village. His insight and method are exceptional - and his suit is flawless. He goes by the name of Hercule Poirot. Peter Dinklage (Game of Thrones) leads an all-star cast as Agatha Christie's famous detective in his first ever outing, with Himesh Patel (Yesterday) as Captain Hastings. Also starring Harriet Walter (Succession), Jessica Gunning (Baby Reindeer), Phil Dunster (Ted Lasso), Rob Delaney (Catastrophe), John Bradley (Game of Thrones), Vivian Oparah (Rye Lane) and Patsy Ferran (A Streetcar Named Desire). Directed by Alice Lowe. Produced in Dolby Atmos, the production features an original score by Johnny Flynn & Joe Zeitlin."
1901,1902. Scents and Sensibility: Two Fated Mates,"In a desperate attempt to rebuild his reputation, a disgraced French soccer star reluctantly accepts a contract with an amateur team in Southern Italy"
1902,1903. Sweet Release,"Follows four teens who find out that a test screening is coming to their little cinema, but the film is actually a mind-control experiment that has terrifying effects."
1903,1904. The Southern Chronicles,"Siblings Charlie and Jack are trapped in Myanmar's toughest prison and accused of a crime they didn't commit. Forced into televised fights against other inmates, they must work together and fight for their freedom."
1904,1905. Owning Manhattan,"Peter, Fredrik and Gottfrid, ended up creating one of the world's largest BitTorrent indexes in 2003 as a reaction to big business trying to take control file sharing over the Internet."
1905,1906. Kill Me Love Me,"A young woman, burdened by family troubles, enters a paid relationship with her CEO, only to discover she's replacing his former girlfriend."
1906,1907. STHLM Blackout,"A group of women whose stable, successful lives are suddenly shaken by the appearance of the mortal remains of one of their high school classmates, who disappeared during their senior trip to Mallorca twenty-five years earlier."
1907,"1908. Sarah Bernhardt, la divine","Victoria Barren, cheated by her fiance, marries homeless Simon, unaware he's undercover to expose his uncle's crimes. As a billionaire heir, how will Simon reveal his true identity to the betrayed Victoria?"
1908,1909. Salawahan,"Executive Produced by Academy Award Winner Common, Grassland is a riveting social justice thriller highlighting the perils of marijuana incarceration."
1909,1910. The Assassins,"Part-time vlogger Chu Ai uses her channel to speak candidly about sex. But in real life, she finds that subject to be so much trickier."
1910,1911. Dino Dex,"Oh Wansoo, a world-class golfer married Kim Yonggu, heir to the Hwain Group. Her life changes when she narrowly escapes an assassination attempt in Manila. She develops feelings for her bodyguard Seo Doyoon unaware of Doyoon's motivations."
1911,1912. Little Miss Innocent: Passion. Poison. Prison.,"Emily's wish for a picture-perfect Christmas comes true when a magical, optimistic movie character steps off the screen to help, but as things spiral out of control, she learns that true holiday perfection might look very different from what she imagined."
1912,1913. Schitterend,"In mid-19th-century southern Italy, a woman forced to go on the run transforms from dutiful wife to the ruthless leader of a group of bandits."
1913,1914. Kaulayaw,"After her fiancé leaves her before their wedding, Madeline goes to Niagara Falls to honeymoon without him. There, she reconnects with her adventurous side, learns to let go, and finds new love."
1914,1915. Steal Her Breath,Massage therapist Naoe gets a new patient - a fat food-loving elf from another world who can't return until she loses weight. And other beings arrive from her land to liven up Naoe's life.
1915,"1916. Brooklyn, Minnesota","Radiant psychologist Katerina has to confront her worst suspicions as she accompanies Yannis, an early once-respected doctor, to identify the victim of a tragic car accident at an off-season seaside resort."
1916,1917. Man and Witch: The Dance of a Thousand Steps,"After their daughter vanished from an asylum, Devon's parents engage five explorers to investigate the abandoned site years later via cryptic website, unaware of the sinister one-way journey and terrifying deadly experience awaiting them."
1917,1918. The Mysterious Affair at Styles,"After three years of marriage, CEO Wes Sterling is convinced that his wife Kira is a cheating gold-digger. Fed up with Wes's accusations and mistreatments, Kira finally divorces him and re-embraces her true identity, a billionaire heiress."
1918,1919. U.S. Palmese,"Incredible tales from the western frontier inspired by the adventures of mountain man Jim Bridger. As Bridger guides a new wave of Americans heading west, he must help them survive the same life-and-death situations that made him a legend."
1919,1920. Test Screening,"Girl Ling enters novel's world as villain. To escape, she joins monster hunters Mu Yao, Liu Fu Yi in battles against beasts, conflicts, rewriting fate to save humanity."
1920,1921. The Lockdown,"About to get married to an old, wealthy businessman, Resa enlists the help of gardener Otso to seduce her fiancé's daughter, Katelyn, and record his sexploits with her in order to get her disowned."
1921,1922. The Pirate Bay,A space princess is thrust out of her sheltered life and into a galactic quest to save her bounty hunter ex-girlfriend from the Straight White Maliens.
1922,1923. Spoiled by My Billionaire Sugar Daddy,"Augusto Castro tries to prevent his sister Alice's marriage, arranged 15 years ago due to a pact. He agrees to marry notorious mob boss. unaware it's a trap set by Pietro."
1923,1924. Past Lies,"The planet's life-blood, oceans, hide countless mysteries - from balmy Indian waters and fiery Atlantic depths to the Ring of Fire-encircled Pacific and frigid Southern and Arctic seas."
1924,1925. Found a Homeless Billionaire Husband for Christmas,"Reeling from unimaginable loss, 25-year-old Theodore Roosevelt abandons New York politics, and journeys to the lawless Dakota Badlands where he establishes the sprawling Elkhorn Ranch, and attempts to remake himself into a cattleman."
1925,1926. Grassland,"Exploring an idealistic religious movement led by Jim Jones, its utopian community in Guyana spiraled into a mass casualty event leaving 918 dead. Told through survivors, it immerses in the final hours preceding this dark chapter."
1926,1927. Let's Talk About CHU,"After the untimely death of his older siblings, a struggling young architect suddenly becomes a ""single-parent"" for his nephews. When opportunity for a better life arises, he must choose between his love life, career, or his nephews."
1927,1928. Red Swan,"Diane hires a call boy to conceive a child for her ailing grandmother after her husband leaves. Unbeknownst to her, the call boy is billionaire Dominic, who loves Diane. A scheming rival tries to keep them apart."
1928,1929. Sugarplummed,"Aria faces the struggle of an arranged marriage she never desired. As she navigates societal pressures and personal desires, her journey toward self-discovery and independence is explored."
1929,1930. Brigands: The Quest for Gold,"The Evans family must manage the challenges of contemporary life, like social issues."
1930,1931. Falling in Love in Niagara,Retired soldier Saichi Sugimoto and Ainu girl Asirpa seek the hidden Ainu gold while hunting escaped convicts with tattooed maps leading to its location.
1931,1932. Plus-Sized Elf,"Colonel Henry Bouquet, with a ragtag group of British soldiers, Scottish Highlanders and American volunteers, was tasked with trying to save the hundreds of men, women and children facing certain death - or worse - in Fort Pitt."
1932,1933. Arcadia,"The titular dinosaur goes on an adventure to save his parents who have disappeared under mysterious circumstances. Alongside a wizard and two quirky scientists, he encounters fantastical creatures and amazing places along the way."
1933,1934. Devon,An exotic animal turns into a monster and becomes a deadly danger for all passengers.
1934,1935. The Double Life of a Billionaire Heiress,"An unorthodox psychiatrist, treats CHOI, who fears sleep and can't distinguish dreams from reality. As CHOI reveals his story, MAN experiences disturbing dreams himself - repressed memories or a price for uncovering CHOI's ghosts?"
1935,1936. The Tall Tales of Jim Bridger,"A Native American teen resurrects an ancient demon to protect his family from meth dealers, but finds the creature's bloodlust uncontrollable, forcing the family to break the curse before becoming its next victims."
1936,1937. Love Game in Eastern Fantasy,"Upon becoming mayor of 1821 Los Angeles, Don Diego de la Vega faces resistance from corrupt entrepreneur Don Emmanuel."
1937,1938. Dilig,"Explore five powerful New York Mafia families, who ran organized crime in America."
1938,1939. Lesbian Space Princess,"Ten pairs of contestants arrive at the Fortune Hotel where each room has an identical briefcase. But inside one contains £250,000 cash. Tension builds as each pair must try to uncover who has which case by playing compelling challenges."
1939,1940. The Mafia's Obsession,"During an investigation into the murder of a high-ranking official at the Swedish Migration Agency, the main suspect is also found dead, and Jana immediately recognizes something on his scarred body."
1940,1941. Our Oceans,"At an Arkansas detention facility, a sheriff implements a radical social experiment to grant men who are incarcerated more agency."
1941,1942. Elkhorn,An orphaned girl is rescued from a satanic ritual and taken to Saint Catherine Institute for homeless youth. There she will learn new skills while facing demons that stalk her.
1942,1943. Cult Massacre: One Day in Jonestown,"Social media stars unite to play METAXU, an online séance game, only to find they have unwittingly unleashed the Gates of Hell."
1943,1944. A Brother and 7 Siblings,"Sebastián joins a prestigious dance company and begins a torrid romance with Arsenio, an attractive dancer. New choreographer Mikael's arrival complicates things, sparking a brutal competition."
1944,1945. Fated to My Billionaire Call Boy,"In the year 2200, Naoki and Mayumi are living in a floating residence in space. Their idyllic existence is throw off course when it's discovered Naoki turned his wife into an android years ago to live out his version of the perfect life."
1945,1946. The Back of the Unwanted Bride,"Mariana wants to go far away, far from Bogota, far from her family, but above all away from herself. Malta is a place where to start. Before she gets there she will have to delve in other territories."
1946,1947. Good Times,"When Lolly's Aunt Gert gives her four magical lemon drops, she gets to experience what her life would have been like if she had made different choices and lived those unfulfilled dreams."
